博主,博文,日期,转发数,评论数,点赞数
笑脸背后是哭脸,一个懒人的自白，早晨，我懒的起床是，因为工作够闲，做公交，我懒得开窗，是因为窗外有雾霾，上班，懒得跟老板聊天，是因为他光吹不多给钱。回家，我懒得谈恋爱，是因为谈恋爱太难。。。。。just for fun ,2017-03-14 12:10,,,
饭点到啦,#美食# 【魔力美食】雾霾清肺餐 秒拍视频 . ,2017-03-14 11:45,2,,2
魏耀欣,【西安秦岭空气18元一罐？！空气也能卖！】陕西省西安市西咸新区沣河，记者在一个植树现场看到现场发放罐装空气，据介绍是秦岭深处的富氧空气，采用压缩罐包装，每罐装7升，18元。据当地宁东林业局局长刘长荣介绍，一年多以前，西安雾霾严重的时候，他们就有了卖空气的想法。|西安秦岭空... ,2017-03-14 11:41,6,6,4
永山栗,已经大半年没过多关注公共生活，一是绝望，二是个人原因。可今天最令人痛恨的是世界没有在任何一种对待方式下变得更好，愚蠢的人仍然愚蠢，公权力仍然自私可耻。以为生得好/不会发生在我身上/不影响自我生活而袖手旁观的任何一件事最后都会反噬到自己。当初着看北京的雾霾今年成都一整个冬天都令人喘不 ,2017-03-14 11:38,,,
浩瀚的星空下,我有一同学，外地人，在北京打拼几年，然后飘洋过海。现在估计混的还算不错，但是总是无意中流露出思乡情，动不动就为北京的房价担忧，雾霾担忧，时不时说北京回不去了。试问，北京是你故乡吗，是你的根吗，为什么总带着比北京人还要有的优越感，真受不了这样的崇高的泛滥的小地方主义大情怀。想吐。 ,2017-03-14 11:38,,3,1
沂蒙老狼,家用新风净化机组～新风，排风，热回收，过滤净化空气去除雾霾，去除甲醛，去除家装污染～～降低空调能耗！！你值得拥有！ ,2017-03-14 11:34,,,1
一记樱花冲,在北大风的疯狂蹂躏下 枯黄的秃木 以及不是雾霾就是什么也没有的蓝天 多么千篇一律 令人生倦的景观下还有这么一条红白樱花大道 婉婉盛开成为三月早春最温暖的街景 |天津·中信... ,2017-03-14 11:32,,8,3
NTw朱子溪,下过雨的西安也没有雾霾，一夜看尽长安花，就像回到故里长安 桃花坞里桃花庵，桃花庵下桃花仙。桃花仙人种桃树，又摘桃花换酒钱。总是路过这里的我 |青岛·青岛... ,2017-03-14 11:15,,5,5
炉具达人李大呼,清洁采暖是方向，但实现清洁采暖，应分步推进，多措并举，不能一蹴而就。现在，一些欧洲发达国家分散采暖尚在使用煤炭和生物质，中国农村短期内实现“去煤化”不现实。欧洲也有过雾霾，经过多年的探索，才逐步形成了今天的采暖模式。网页链接 ,2017-03-14 11:15,,,
淡极始为艳_rxh,这是一个俗气的世界我是一个俗气的女子装作不俗气的样子读书、听音乐、看风起云落，花开花谢心是羞涩的物质的模糊的微微刺痛的藏着深深的孤独和彻骨的冰寒,2017-03-14 11:11,,,
Lulu766_,我想在深圳回南天的时候去干燥得流鼻血的北京感受天高云淡 北京雾霾严重的时候在深圳看蓝天大海 深圳北京都腻了的时候在上海外滩十八号吃吃喝喝 假装自己是小公举 浮华厌倦就回老家南京 在老门东吃打锅贴 喝完小馄饨 太过安逸就在香港中环办公楼里感受下快节奏和生活的高压 以为自己在重拍单身男女 ,2017-03-14 10:48,,,1
虫子在北京,看到南华早报一篇讲摄入维他命B可以减少雾霾危害的报道。网页链接 ,2017-03-14 10:47,4,1,1
前店后厂官网,#高街流行# 雾霾来袭灰蒙蒙，掺了点灰度的蓝色，时尚达人对它的热爱一直不减，当然雾霾蓝也不负众望，无论你怎样穿，它都能让你的造型看起来更加高级！ ,2017-03-14 10:47,4,2,4
我给你讲个故事__,毕业论文对自己唯一的启发就是必须说服爸妈在家装一台空气净化器。非常想回家，想看家里的鱼，想回家钓鱼，不是钓家里的鱼。好丧#于阿姨委屈脸,2017-03-14 10:45,,,3
小烯妹妹,#申论技能# @公考王建伟老师    治理雾霾 需要告别“口头环保”  “霾”又一次大摇大摆地来了。而且盘踞在中国东中部，流连不去，弄得大家心惶惶、视茫茫，呼吸不爽，情绪很糟。产业结构的失衡，节能减排的欠账，生态文明的差距，是造成雾霾天气的“元凶”。因而，面对反复来袭的雾 ,2017-03-14 10:37,,,1
工信布,#宽窄观察# 【秦岭空气18元一罐】以前都说世界上珍贵的东西比如阳光、空气都是免费的，现在你白日做梦吧，清风明月、清流暖阳，既是无价之宝，也是有价之商品。秦岭的空气照瓶卖，三亚的阳光按天计，海外的绿荫论梦想。雾霾和污染表面是工业化城市化之病流行感染，其实是人类贪欲泛滥的因果报应。地球 ,2017-03-14 10:30,,5,2
公正烟台,#声音#【民生政策当彰显价值关怀】今年的政府工作报告中迅速引起刷屏的热词，大到脱贫攻坚、蓝天保卫战，小到提速降费、全域旅游，也集中在民生领域。工资涨一点，雾霾天少一点，交通顺畅一点……群众的这些利益关切，寄托着生活一天更比一天好的希望。 ,2017-03-14 10:27,5,,
foffen,“手工”调出的两会蓝！Ps：雾霾不是可不可控，是要不要控的问题～ ,2017-03-14 10:02,,,1
闷得儿那个小蜜疯,雾霾+二手烟+小烧烤.....嗓子已废还要做presentation，心好累还得保持微笑 ,2017-03-14 09:56,,9,
二爷不姓徐,连日阴雨蒙蒙，萧索的风，像是入了冬。此时出差，从一片雾霾入另一片雾霾。老头也想陪我一起去，又碍于工作抽不开身来，各种叮咛。这是对我多不放心呢？ ,2017-03-14 09:56,,6,4
柳州市旅游发展委员会,国内春天最美的20个地方！春天是一年四季中最浪漫的节日，在这个季节里，天气晴朗，雾霾少了，什么都是生机勃勃的样子~当春天降临在北半球的时候，我们中国有哪些地方变成了春天的宠儿呢？|国内春天最... ,2017-03-14 09:42,,,
不会游泳的美人鱼,雾霾又要来了 |石家庄·勒... ,2017-03-14 09:36,,,1
天津环保发布,#2017全国两会##两会环保好声音#【如何看待雾霾，你和环保部长想的一样吗？】2017年两会期间，环保部部长陈吉宁表示：环境保护涉及千家万户，与我们每个人息息相关。中国网对12934名网友的调查显示，绝大多数的网友对雾霾十分关注，并且愿意将目光投向自己所处的环境，身体力行做出改变，切实解决具体 ,2017-03-14 09:36,4,1,1
临沂环境,#环保资讯#【环保那些事丨外媒：中国治理雾霾的努力不会停 直到天空再次变蓝】环保新闻热点回顾新鲜出炉，告诉你上一周发生的环保大事件！|环保那些事... ,2017-03-14 09:35,28,12,13
新之助童童童小姐,昨天看朗读者，徐静蕾读了史铁生的《奶奶的星星》的节选。“地上死了一个人，天上又多了一个星星，给走夜道的人找个亮儿。”那个总是爱你、心疼你，怕你辛苦默默守护你的人化身为守护星，一直照亮你。那个人倾其所有爱着你，所以你也必须爱你自己。天气凉凉的，雾霾也散了，我希望你心里的雾霾也能快快 ,2017-03-14 09:34,1,1,1
陕西网渭南站,渭南高新区：铁腕击“霾伏”保卫“高新蓝” - “世界上最远的距离，不是生与死的距离，而是我牵着你的手，却看不见你的脸。”在被雾霾袭击的日子里，我们的朋友圈总是会被这种调侃雾霾的段子刷屏。屡屡“呼吸之痛”深刻警示经济发展转型升级的紧迫。 网页链接 ,2017-03-14 09:27,,,
睡懒觉的小顺友,出门走哪都带着它测量甲醛和雾霾，心都慌慌的，还好雾霾并不严重 |西安·太乙... ,2017-03-14 09:24,,5,1
妞爷独自霸占你的美,成都的冬天爱上了成都的夏天，可是他们始终不能相见，后来，他们为了在一起，联手干掉了成都的春天和秋天，且夏天无雨，冬天无雪，之后他们生了一个闺女叫春寒，生了一个儿子叫暖冬，一个干儿子叫雾霾，还有一个干女儿叫抽风天！！从此成都人民愉快地过上了乱穿衣服的神经病生活，并留下了千古名句- - ,2017-03-14 09:24,,,1
孔开心kk,#申论技能#@公考王建伟老师 4-2治理雾霾 需要告别“口头环保”想到两个好词可以用：自食其果，撸起袖子加油干一个类似排比，一个结尾一、国民一边喊着治理雾霾的口号，一遍摆着油门，放着鞭炮；一边抱怨空气质量，一边催化纵容霾的生长；企业一边含着治理雾霾的口号，一边对是否转型，调整结构摇摆 ,2017-03-14 09:20,,1,4
翠花1028,#你要是长得和自拍一样#这一刻，希望来一场大雨，淋掉满天的灰尘、雾霾。让心情可以舒畅！！ |广州·厦滘 ,2017-03-14 09:18,,1,5
覃覃爱吃娃娃菜,武汉待了几天啥也没逛着，倒是被雾霾搞生病了真想回家吸新鲜空气啊 |武汉·武汉... ,2017-03-14 09:11,,15,1
设计师王宇,早安，雾霾阴天 |太原·太原... ,2017-03-14 09:11,,19,4
温吞水偶尔想冒泡,错了，搜了下关键词，这张也形容是仙本人美，雾霾也有奇效 ,2017-03-14 09:11,11,,8
杨陵工业,区工业园区办参加义务植树活动植树节即将来临之际，按照区政府安排，3月10日上午，工业园区办全体同志前往杨凌职业农民创业创新园，积极参加植树活动。植树现场，大家拿起铁锹撸起袖子加油干，一个个激情高涨，挖坑、扶苗、培土，浇水，积极完成了分配的植树任务，为杨凌“播种绿色、抵抗雾霾”贡献 ,2017-03-14 09:08,,,1
99射手的箭,昨晚书看到凌晨两点，早上一直没精神着，突然来了条中新股的短信，人立刻精神了，我是不是人品爆发了？紧接着第二支中新了，感谢老天的厚爱，感谢三晖电气，我的“雾霾”快过去了。 ,2017-03-14 08:49,,2,
佳木上羽,对成都爱不起来的原因就是这城市少有阳光和湛蓝的蓝天，而且雾霾还比较重，本来以为这么久了这周应该能有晴天的…… ,2017-03-14 08:43,,4,1
煜动雨心,远离雾霾，呼吸新鲜空气，感觉真舒服！ |平顶山·昭... ,2017-03-14 08:41,,,2
落霞中的过客,若隐若现仙境中，春去夏来展峥嵘。北人惊疑雾霾至，呼吸吞吐显笑容。 |海南省·昌... ,2017-03-14 08:31,,,3
鏴朚,吸一口上海明媚的雾霾我的长假结束啦，一眨眼又要变成工作狗了话说回来，好处是倒个时差多了五个小时呢 |上海·上海... ,2017-03-14 08:16,,1,2
缘识无常空灵子,道得:恃果为骄利己为荣。道德:关系你我视而不见。雾霾:关系众生恃能治霾。道是在承载一切，德是在昭示道的一切！道德:恃德为标而行，因德而得。道得:恃得为标而行，因得失德。舍得:因德而得。,2017-03-14 08:16,,,
me多种情绪化,曾经的曾经……多彩的天空突然出现了雾霾！并拢中指和无名指、岁月是一条忧伤的小河！岁月的刷子将美好的青春增填了几抹冷色调、3，轻轻抬起头、双手替换由下往上轻抚颈部到下颚的位置、2；这个动作可以消除双下巴哦~~…… ,2017-03-14 08:13,1,1,
巴黎野城,朝鲜将要进行的第六次核试验当量预计是之前第五次的10倍以上，吉林长白县离核爆点仅76公里左右！估计震感会很强烈！抵制萨德和乐天的蠢货们，你们应该去延边地区体验下朝鲜核爆家里玻璃全被震碎的感觉，或许还能吸到点比雾霾更劲爆的核粉尘！ ,2017-03-14 07:59,25,63,14
花祭姑娘l,刚开始还以为是雾霾，突然间就下了好大的雨，5分钟都没有就停雨了 |珠海·前山... ,2017-03-14 07:51,,,3
昝廷全,北京的“两会蓝”说明：雾霾是可以控制的，只是政府的选择问题。 ,2017-03-14 07:42,,,3
冷落蓝,涉及到民生的事，无论是雾霾、污染、教育、医疗，你永远看不到爱国者上街。但只要是抵制外国，一个个就打了鸡血。爱国之前就已有精明计算，知道政府允许什么，哪种表演没有危险。一以贯之的聪明，欺软怕硬的血性，有人说得对：没有一个国家，用如此少的耕地养活了全世界绝大多数的傻逼。 ,2017-03-14 07:31,,,1
KCCO猫奴日记,连着两天的雾还是雾霾散了 我才发现不远处是一滩海… ,2017-03-14 07:25,,,1
天津轨道交通,#出行提示# 今日天气：晴，4~15℃，南风3级，雾霾指数64·良；今日限号5和0。He who seize the right moment; is the right man. —— Goethe 谁把握机遇，谁就心想事成。—— 歌德 ,2017-03-14 07:00,,,4
黄陂生活资讯,#我在春天等着你##你好三月#冷冷的清晨#武汉·黄陂区[地点]#日出中沒霧霾！ |武汉·武汉... ,2017-03-14 06:24,,1,12
罗亦轩,两年前爸爸的朋友给我说 长大了 要学会自己承担 不能再依赖父母了 离开成都那天 早上5点 吃了止痛药带着行李 雾霾茫茫 特别冷 那时我一点也不觉得辛苦这一年间出现很多事 我默默消化着 一步步坚持着 可每一步都好自责 为什么实现自己的追求要失去这么多东西对不起 为我付出这么多的你们… ,2017-03-14 02:20,,,1
