博主,博文,日期,转发数,评论数,点赞数
爱乐汇轻音乐团,感谢各位真爱们冒着雨  吸着#成都雾霾#来看我们的演出  （大家出门记得带口罩哦）#晚安成都# |成都·娇子... ,2016-12-02 21:26,7,30,20
西南交通大学交通科技协会,看着外面的雾霾。。。小编决定在宿舍看自己翻拍的#你的名字#  |成都·西南... ,2016-12-02 21:26,2,1,8
cassette-,成都今天的霾是很恐怖，早上看空气质量就已经超200，还好只有一个月就逃离这里，这学期雾霾太严重了，所以那个最具幸福感城市还是先治治霾再说吧，危害健康幸福个屁 ,2016-12-02 21:25,,3,2
YEP_CLAIR,成都今天雾霾特别严重，下班回家路上堵的要命，在车上睡了一会儿，结果醒来头疼的不行，回家洗澡洗头也没恢复，本来今天心情特别好，结果被头疼搞得有点烦躁 ,2016-12-02 21:25,,16,2
存在了七年的铃儿草,#成都雾霾#中午还以为是要下大雨呢 原谅我无知 不过去年这时候也是每天都有霾 感觉整个十二月都是灰蒙蒙的 能攀登世界第三的雾霾成都也是出了名儿了 老老实实在室内呆着吧 ,2016-12-02 21:25,,,1
Spring三,我的天 成都雾霾上热搜了看到网友都在骂彭州石化mmp好熟悉的家乡话 ,2016-12-02 21:25,3,5,8
睡不醒的笨孩纸,赶在北京雾霾爆表之前拍到了中华航空蓝鲸波音原厂涂装机  ,2016-12-02 21:23,11,,11
心掬幽芳,《青银高速汾文交段雾霾重》水西山人薛公岭下汾阳城，海市蜃楼灰雾中。杏花酒神应无恙，可怜农家渺无踪。#国史古风##诗歌中国# ,2016-12-02 21:23,1,,1
建国大业首映没,#成都雾霾#妈的，四川不是这么好欺负的！为什么成都会雾霾成这样！必须给个说法！ ,2016-12-02 21:21,,,8
可爱又迷人的反派角色zyf,雾霾天和户外运动更配哦反正吸了小二十年了 |郑州·郑州... ,2016-12-02 21:20,,6,24
马慧Mary,成都的蓝天白云不见了，雾霾来了 今日位居全球第三！！ 想隐居山林 ,2016-12-02 21:18,,7,4
山几song,成都雾霾这几年真的太严重了，起码四五年了。而且持续时间长，全年平均指标早就超过了北京。但可怕的是普通民众意识经常是处于调侃好玩的状态，对政府的诉求少之又少，戴口罩的人屈指可数，重度雾霾天街边公园都还是很多毫无保护措施的老人小孩在外遛弯玩耍。戴个口罩吧不是受很多注目礼就是觉得你好 ,2016-12-02 21:18,,3,2
IM猪儿虫,#成都雾霾#不要飘到绵阳去.. ,2016-12-02 21:17,,,7
程受山,这雾霾天动动脑子吧！ ,2016-12-02 21:16,3,,
会飞的小土豆,|会飞的小土... 打卡第165天，老师说，没想到你们成都的雾霾和北京是一样一样的。打卡通道|打卡社区 加入#运动教室#每一天离好身材更进一步！ ,2016-12-02 21:15,,,1
嘎噶呷Gagaga,雾霾黑夜我～#你就不要想起我# ,2016-12-02 21:15,,12,8
珊儿Shania,給花台裡的爺爺帶個口罩，畢竟我愛的成都已經排名世界第三了#雾霾又来了# ,2016-12-02 21:15,,5,6
Jmmkolay,成都的雾霾，就是公寓到实验楼亦或食堂的距离也要戴口罩！！原来医用口罩还可以这样用 |成都·成都... ,2016-12-02 21:14,,13,18
吴贺917,今天雾霾，改室内运动，做了五组，怎么感觉比跑4k还累呢[加油] ,2016-12-02 21:13,,2,2
小白猪要努力,成都雾霾政府到底管不管了？真的是要闹出大事才重视吗？天黄得跟一样看不到吗？这样的空气，吸多了当真没关系吗？一个天天都需要带口罩，天天都被建议不要出门，少户外活动的城市，还是什么最幸福城市！！！@人民日报 @成都商报 @成都市政府门户网站 ,2016-12-02 21:12,,9,13
Rx吹口气儿,当交上人生中第一份辞呈时，让我没想到的是世界一下子光亮了…似乎结束了压抑很久可以释放青春的脚步，心中的雾霾一股脑儿的全散去了，朋友们都发来私信问我原因，问我去哪里工作，奇怪的是我竟然完全没有考虑过这些问题…因为这是我的第一份工作，因为我最亲爱的在这里，因为我起初还对这份工作抱有丝 ,2016-12-02 21:10,,19,7
夏慧压力也很大,这里也并不是只有雾霾！ |北京·天安... ,2016-12-02 21:06,,11,3
Faith-GQ,#成都雾霾#成都，我该拿什么去爱你。全球第三，我已分不清白天黑夜，这灰蒙蒙的天看不清路。 ,2016-12-02 21:05,1,,10
榴莲小姐呐,来自天府之国的爱...成都雾霾感人 |成都·四川... ,2016-12-02 21:05,,1,18
刘妙,#致十二月#成都雾霾，感觉回也回不去，留也留不住。要不你们来北京避一下 ,2016-12-02 21:01,10,62,32
西部网,【雾霾那么大，来份复方秋梨膏吧！】重度污染，加上气温骤降，有没有觉得呼吸道压力好大？快戳下图，DIY一份@璇妈_Merooi 分享的复方秋梨膏吧！止咳、祛痰、生津、润肺，为你的呼吸系统减减压！ ,2016-12-02 21:00,6,3,4
馨梦鑫愿,谁说雾霾区像仙境来着？你粗来，我保证不打死你！！！一到路上灰雾蒙蒙烟熏火燎，我以为是哪里着火了呢？顶着雾霾闻着二氧化碳到家不用照镜子，有个表情完全可以代替人们此时的妆容， |定州市 ,2016-12-02 20:55,,3,1
长巷mint,刚才成都雾霾的事情太生气就忘了发日常同名同姓者35中间人故事的真真假假，努力讲清楚，而且要言之有物！要不然一想起看1Q84那个惊艳庞大的开头自己开了脑洞无数，原来最后是三本书的磨叽，两个人互相找不到的爱情故事，那种被作者唬了的心情简直就想抡他个煤气罐，骂村上春树活该得不 ,2016-12-02 20:55,,1,2
铮蓉,磐安的天湛蓝湛蓝的比绍兴的雾霾可爱多了也不会心脏疼有生之年带你们来看看 ,2016-12-02 20:54,,,12
其实我是一名药师,为防治雾霾，保护环境，现提出以下合理建议：对宠物狗实行限遛措施，单日遛公狗，双日遛母狗，大型狗三环以内禁遛。净化空气，从狗做起。 ,2016-12-02 20:48,,2,1
我心悦凡凡凡凡凡,#郭子凡##X玖少年团舞蹈担当郭子凡#  子凡，你日渐成为我心中“美好”的代名词，心心念念的那种。遇到欣喜之事想第一时间同你分享。顺利完成一个个小任务，在实现目标的路上更近一步，给家里打一通暖心的电话，雾霾天依然能与闺蜜走在路上说说笑笑蹦蹦跳跳，还有那陌生人脸上的微笑，更有冬日那 ,2016-12-02 20:46,,11,7
SHANSHINEA,成都雾霾全球第三？？?北京没上榜？？？exo me？吃惊！为什么我在这两年半都没觉得嘞？还是说只是今天啊，那可能我还是能忍帝都雾霾的吧，不过今天确实很重，感觉从图书馆到东苑，没几分钟嗓子就有点不舒服了。 ,2016-12-02 20:45,1,1,5
蛋糕美食工场,零失败爽滑甜橙蒸蛋！雾霾天咳嗽不止？是时候来点治愈系美食啦~今天教你做蛋羹界的人气新星——甜橙蒸蛋，甜甜的香橙裹着蛋液，入口即化，丝滑爽口~赶快动手做一个吧~ 美食秘诀的... ,2016-12-02 20:45,575,6,219
农春人-,#成都雾霾#你走上了国际排行榜真的是一年比一年严重。下午没戴口罩出去走了一圈，然后嗓子就开始不舒服，我要逃离成都 |成都·四川... ,2016-12-02 20:44,,8,8
ch0ume1er,#彭州石化##成都雾霾# 成都人都知道这雾霾为何而起 但就是有人装作看不到不知道彭州石化那几百亿的工程多久能滚出四川？？？ ,2016-12-02 20:43,8,,48
四川高校脱单,空虚的一代，寂寞的一代，可怜的一代，欲加之罪何患无辞啊，，我们8090是受了谁的影响才被人如此污蔑，诚如王尼玛之前视频里说过的，炒高房价的不是我们，做黑心食品的不是我们，躺在地上讹人的也不是我们，诸如此类，我们每天吸着雾霾，吃着不放心的食品，做个公交地铁也要冒着被打的风险，还要时刻想 ,2016-12-02 20:43,1,2,5
最强苏州,#杨幂童年照# 又被大量曝光。做名人真不容易，特别是又长得好看的。都没了私人空间，一切都被娱乐化。搞得最强君现在出门都要小心翼翼戴口罩……最近这雾霾有点大杨幂的这部电视应该没有多少人看过，从小就是美人胚子~! #最强苏州# 秒拍视频 . ,2016-12-02 20:43,320,120,456
叶慧丽啊,#成都雾霾#彭州石化把成都雾霾指数送进全球前三朋友问我怎么最近都不爱拍照了因为除了夏天 成都的冬天秋天 很难有蓝天这鬼天气让我怎么臭美 |成都·武侯... ,2016-12-02 20:42,3,24,18
成都市神经内科副主任,北京雾霾风一吹就散了，成都雾霾只能我们自己消化，我不知道这件事跟彭州石化有没有关系，但是我还是恳求政府多做点实事，节能减排，如果可以，请实行车辆单双号限行，还有运渣车，露天焚烧垃圾这些请多管制一下@成都市政府门户网站 @成都环保 看到请回复一下，谢谢。 ,2016-12-02 20:41,21,74,227
浅草--ycc,成都空气污染爆表了，全球第三!历史上成都是可以看雪山的，没人呐喊没人发声，成都从东方伊甸园变成了毒城，难道我们除了离开别无选择吗？为了成都1000万市民的生存环境，请国际权威环保组织调查彭石化，调查成都雾霾原因，治理雾霾刻不容缓@李伯清 @成都发布 @凤凰财经 @王轶庶 @作家崔成浩 @杨锦麟 ,2016-12-02 20:41,1,1,4
恐龙店,对于成都今日的雾霾，这是我今天看到的最好的照片。 ,2016-12-02 20:38,,,6
PeobenicE,看来我一走成都整个人都不好了#成都雾霾# ,2016-12-02 20:37,,1,5
Penuin,  以后我们一起看星星看月亮  听我诉说着爱你的每一天（p6附上今天的雾霾没办法只有用雾霾凑） ,2016-12-02 20:36,3,6,9
DkatanaDD,黄挖挖的黄，黄挖挖的挖，黄挖挖最擅长挖泥巴！南延线的堵，西延线的阻，黄挖挖的心头在打鼓！二环路的灰，一环路切堆，边边上的居民好悲催！全市人在呕，黄挖挖在吼，结果悄悄咪咪在灭口啊在灭口！！ …转#成都雾霾# ,2016-12-02 20:35,10,,6
我是小庞的詹姆斯,自我第一次真正见识到成都的雾霾是在去年的这个时候，漫天黄色的霾，根本看不清远处的人，带着的普通口罩取下来后 鼻腔那个位置永远有黑色的东西，甚至在去年跨年的时候老师嘱咐我们不要出去 不是因为太晚了怕危险 而是因为雾霾！这个严重的雾霾啊！  北京的雾霾有多大 大家都是知道的，可是当 ,2016-12-02 20:34,1,2,11
晨皓楠,光明，听说成都今天雾霾笼罩 |大理白族自... ,2016-12-02 20:34,3,1,14
小北望_,#成都雾霾#成都什么都好，就是这个空气啊 一年四季只有夏天有太阳，秋冬每天都是雾霾，重度污染全国领先啊 |成都 ,2016-12-02 20:33,1,,2
-假发-,真棒！成都雾霾都上热搜了 据说全球排第三今天的天黄的感觉出门都要中毒 |成都·营门... ,2016-12-02 20:33,,8,3
翛然逝,又是一个礼拜例会结束，神清气爽！不过今天成都的雾霾过分了啊，吸了一天体温都有点发烧了 ,2016-12-02 20:32,,4,2
36氪,【大公司】苹果又一项新专利曝光！如果能用到明年的手机中，想必中国区的销量会大增。据外媒appleinsider报道，苹果日前披露了一项可以检测气体和液体的嵌入式传感器。如若用到iPhone和Apple Watch这样的智能电子设备中，可以提醒用户周围环境中存在的像雾霾这样的危险元素。|苹果新专利... ,2016-12-02 20:32,31,44,42
叁又叁Thr3e,尘都雾霾，世界第三了哦。@成都环保 你们骄傲不？铜牌哦。把彭州石化放在盆地里的@成都市政府门户网站 你们毁了这个城市！#成都雾霾##彭州石化# ,2016-12-02 20:30,13,15,41
没有故事的女同学Ll,成都这雾霾也是六 ,2016-12-02 20:29,,15,8
甜点师LynnYu,11月面包课 5名老学员惜别后又重逢喝红酒吃刚出炉的欧包，雾霾缓缓散去，觉得美妙生活不外如是，美酒 美食 美人儿 ,2016-12-02 20:29,3,9,52
-AquaSon,一个人来逛街 我感觉我宛如一个傻逼 拎着五百斤的带子在雾霾天里打不到车 |北京·西单 ,2016-12-02 20:27,,12,4
宋尔瑞,成都今天雾霾赶上全球第三了 北京都弱爆了好吗 请珍惜我 因为毕竟我还是有幸活着发这条说说看到的都给我点赞 #成都雾霾# ,2016-12-02 20:25,28,43,151
裕生多吉,①吸了一天的麻辣雾霾，感觉差极了。②华为把黑白照相像素做的那么高有何用？反而彩色一般，不知道是不是我技术问题。③到处堵车要遇到内急或赶时间就尴尬了。④据说这家位于华阳一个老居民区里，不起眼的冒菜店一天能做一两万营业额，主打居然白味冒菜（至少我是第一次吃没有辣的）⑤一天跑了三百多公 ,2016-12-02 20:24,,6,1
饮催斯汀,#成都雾霾# 晚上终于从第三下降了一位 ,2016-12-02 20:21,2,7,5
廉学洺,今天雾霾笼罩，刻枚：庄周梦蝶 ,2016-12-02 20:20,1,2,4
HYM萌呀萌,我以为我喜欢吃麦旋风但现在麦旋风只是一杯冰淇淋我这里的北京雾霾重度你那里的北京空气良好哨声响起 电话只有嘟嘟嘟的声音我还没说完 剩下的话我要跟谁去说？可怜到只能翻出好久之前的照片,2016-12-02 20:20,,16,10
最好的小宏妈妈,今天的北京蓝天依旧，天气预报重度雾霾“失约”了，真好！为了不辜负这大好的天气，以及美好的心情，公园健步走，赏美景，呼吸新鲜空气，一举两得。 |北京·团结... ,2016-12-02 20:19,1,37,21
付莘茹,#成都雾霾#听说今儿成都雾霾世界第三，中国第一，难怪天都黄了，我觉得我需要一个口罩 ,2016-12-02 20:17,,,6
1vxxxxxj,雾霾天要开启外双轰炸.   @____佳炜彡 |北京·雍和... ,2016-12-02 20:15,,2,9
北京12345,#出行#【遇雾霾公交日均增发1.2万趟】近日，北京市空气重污染橙色预警期间，公交集团加密了早晚高峰发车间隔，并采取提前早高峰时间和延长晚高峰时间的保障措施。各条重点线路将增配800余部机动车，预计日均增发1.2万车次，方便市民出行。@北京公交集团 ,2016-12-02 20:14,1,2,2
